show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
3487,Movie,Malaal,16689,India,2019-09-26,2019,TV-14,133 min,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
3488,Movie,The Grandmaster,28310,"Hong Kong, China",2019-09-26,2013,PG-13,108 min,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village."
3489,TV Show,The Inmate,,Mexico,2019-09-26,2018,TV-MA,1 Season,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.
3490,TV Show,Abstract: The Art of Design,,United States,2019-09-25,2019,TV-14,2 Seasons,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.
3491,Movie,Birders,34224,"United States, Mexico",2019-09-25,2019,TV-G,38 min,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
3492,TV Show,Glitch,,Australia,2019-09-25,2019,TV-MA,3 Seasons,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.
3493,Movie,Oh! Baby (Malayalam),14494,,2019-09-25,2019,TV-14,146 min,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
3494,Movie,Oh! Baby (Tamil),14494,,2019-09-25,2019,TV-14,146 min,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
3495,Movie,Inside Man: Most Wanted,312,United States,2019-09-24,2019,R,106 min,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
3496,Movie,Jeff Dunham: Beside Himself,17010,United States,2019-09-24,2019,TV-MA,58 min,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
3497,Movie,Manmadhudu 2,14578,India,2019-09-23,2019,TV-MA,152 min,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop."
3498,Movie,Under the Eiffel Tower,1198,United States,2019-09-23,2018,TV-MA,87 min,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.
3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,7213,India,2019-09-22,2009,TV-MA,121 min,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family."
3500,TV Show,Vagabond,,South Korea,2019-09-21,2019,TV-MA,1 Season,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri."
3501,Movie,Between Two Ferns: The Movie,17833,United States,2019-09-20,2019,TV-MA,83 min,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show."
3502,TV Show,Criminal: France,,,2019-09-20,2019,TV-MA,1 Season,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance."
3503,TV Show,Criminal: Germany,,Germany,2019-09-20,2019,TV-MA,1 Season,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all."
3504,TV Show,Criminal: Spain,30364,Spain,2019-09-20,2019,TV-MA,1 Season,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost."
3505,TV Show,Fastest Car,,United States,2019-09-20,2019,TV-MA,2 Seasons,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.
3506,TV Show,Inside Bill's Brain: Decoding Bill Gates,,United States,2019-09-20,2019,TV-14,1 Season,Take a trip inside the mind of Bill Gates as the billionaire opens up about those who influenced him and the audacious goals he's still pursuing.
3507,TV Show,The Hockey Girls,,Spain,2019-09-20,2019,TV-MA,1 Season,"The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance."
3508,Movie,Travel Mates 2,34963,Turkey,2019-09-20,2018,TV-MA,111 min,"When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps."
3509,Movie,True: Tricky Treat Day,,Canada,2019-09-20,2019,TV-Y,24 min,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.
3510,Movie,Kabir Singh,37512,India,2019-09-19,2019,TV-MA,171 min,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
3511,TV Show,When the Camellia Blooms,,South Korea,2019-09-18,2019,TV-14,1 Season,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her."
3512,Movie,Avengement,28811,United Kingdom,2019-09-17,2019,TV-MA,88 min,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
3513,Movie,Sebastian Maniscalco: What's Wrong with People?,13947,United States,2019-09-17,2012,TV-MA,76 min,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special."
3514,Movie,Los Tigres del Norte at Folsom Prison,32101,United States,2019-09-15,2019,TV-PG,64 min,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
3515,Movie,Steal a Pencil for Me,20851,United States,2019-09-15,2006,TV-14,94 min,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.
3516,TV Show,Surviving R. Kelly,,United States,2019-09-15,2019,TV-MA,1 Season,"In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse."
3517,Movie,Oh! Baby,14494,India,2019-09-14,2019,TV-14,157 min,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,14614,United States,2019-09-14,2019,TV-PG,83 min,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series."
3519,Movie,"Hello, Privilege. It's Me, Chelsea",3808,United States,2019-09-13,2019,TV-MA,65 min,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
3520,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,,Japan,2019-09-13,2019,TV-MA,1 Season,"Ikoma and the Iron Fortress take their fight to the battlegrounds of Unato, joining the alliance to reclaim the region from the kabane horde."
3521,Movie,Locked on You,23625,Turkey,2019-09-13,2018,TV-14,105 min,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island."
3522,TV Show,Marianne,,France,2019-09-13,2019,TV-MA,1 Season,"Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world."
3523,Movie,Shanghai Fortress,15672,China,2019-09-13,2019,TV-14,107 min,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.
3524,Movie,Tall Girl,38373,United States,2019-09-13,2019,TV-PG,103 min,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle."
3525,TV Show,Top Boy,,,2019-09-13,2019,TV-MA,1 Season,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler."
3526,TV Show,Unbelievable,,United States,2019-09-13,2019,TV-MA,1 Season,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events."
3527,TV Show,The I-Land,,United States,2019-09-12,2019,TV-MA,1 Season,"Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them."
3528,TV Show,"The Mind, Explained",,United States,2019-09-12,2019,TV-14,1 Season,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series."
3529,Movie,Bill Burr: Paper Tiger,35837,"United States, United Kingdom",2019-09-10,2019,TV-MA,67 min,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London."
3530,Movie,Evelyn,27879,United Kingdom,2019-09-10,2019,TV-MA,96 min,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
3531,Movie,Article 15,13656,India,2019-09-06,2019,TV-MA,125 min,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.
3532,Movie,Care of Kancharapalem,27462,India,2019-09-06,2018,TV-MA,142 min,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town."
3533,Movie,Ee Nagaraniki Emaindi,24789,India,2019-09-06,2018,TV-14,133 min,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true."
3534,Movie,Kill Me If You Dare,22568,Turkey,2019-09-06,2019,TV-14,100 min,"Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part."
3535,TV Show,The Spy,,France,2019-09-06,2019,TV-MA,1 Season,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad."
3536,Movie,American Factory: A Conversation with the Obamas,,United States,2019-09-05,2019,TV-G,10 min,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
3537,Movie,Saawan,25544,Pakistan,2019-09-04,2016,TV-14,128 min,"Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story."
3538,Movie,Watchman,32263,India,2019-09-04,2019,TV-14,93 min,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
3539,Movie,Elena,40781,"Brazil, United States",2019-09-01,2012,TV-MA,81 min,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
3540,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,,,2019-09-01,2016,TV-Y,1 Season,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series."
3541,TV Show,Moving Art,,United States,2019-09-01,2018,TV-G,3 Seasons,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers."
3542,TV Show,Naruto,883,Japan,2019-09-01,2006,TV-14,9 Seasons,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series."
3543,Movie,Olmo & the Seagull,,"Denmark, Brazil, France, Portugal, Sweden",2019-09-01,2014,TV-MA,82 min,A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.
3544,TV Show,Serial Killer with Piers Morgan,,United Kingdom,2019-09-01,2018,TV-14,1 Season,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives."
3545,Movie,Spookley the Square Pumpkin,4160,United States,2019-09-01,2004,G,47 min,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself."
3546,Movie,Uncle Naji in UAE,7646,United Arab Emirates,2019-09-01,2019,TV-14,95 min,"Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying."
3547,TV Show,Luo Bao Bei,,"China, United Kingdom",2019-08-31,2018,TV-Y,1 Season,"A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs."
3548,Movie,Back to School,,,2019-08-30,2019,TV-MA,84 min,"Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion."
3549,Movie,Feo pero sabroso,20638,Colombia,2019-08-30,2018,TV-MA,91 min,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped."
3550,Movie,Mi amigo Alexis,6046,Chile,2019-08-30,2019,TV-PG,102 min,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
3551,TV Show,Styling Hollywood,,,2019-08-30,2019,TV-14,1 Season,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks."
3552,TV Show,The Dark Crystal: Age of Resistance,,"United Kingdom, United States",2019-08-30,2019,TV-PG,1 Season,"As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness."
3553,TV Show,The Good Bandit,,Colombia,2019-08-30,2018,TV-MA,1 Season,"A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him."
3554,TV Show,True and the Rainbow Kingdom,,"United States, Canada",2019-08-30,2019,TV-Y,3 Seasons,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day."
3555,Movie,Unbridled,9897,Spain,2019-08-30,2018,TV-MA,100 min,"Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life."
3556,Movie,Falling Inn Love,29525,United States,2019-08-29,2019,TV-PG,98 min,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor."
3557,Movie,Kardec,19227,Brazil,2019-08-29,2019,TV-14,110 min,"In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights."
3558,Movie,Travis Scott: Look Mom I Can Fly,36194,United States,2019-08-28,2019,TV-MA,85 min,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary."
3559,TV Show,Million Pound Menu,,United Kingdom,2019-08-27,2019,TV-MA,2 Seasons,Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.
3560,Movie,Dave Chappelle: Sticks & Stones,19370,United States,2019-08-26,2019,TV-MA,66 min,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta."
3561,Movie,Drink Drank Drunk,12868,Hong Kong,2019-08-24,2016,TV-MA,92 min,"Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching."
3562,TV Show,13 Reasons Why: Beyond the Reasons,,United States,2019-08-23,2019,TV-MA,3 Seasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why."""
3563,TV Show,HERO MASK,,,2019-08-23,2019,TV-14,2 Seasons,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks."
3564,Movie,Kaake Da Viyah,13646,India,2019-08-23,2019,TV-PG,133 min,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
3565,Movie,Marriage Palace,15957,India,2019-08-23,2018,TV-14,135 min,"After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride."
3566,Movie,Mayday Life,28082,"China, Taiwan",2019-08-23,2019,TV-PG,120 min,Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.
3567,Movie,Saavat,15260,India,2019-08-23,2019,TV-14,118 min,"In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village."
3568,Movie,American Factory,,United States,2019-08-21,2019,TV-14,110 min,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
3569,Movie,Game Over (Hindi Version),15861,,2019-08-21,2019,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim."
3570,Movie,Game Over (Tamil Version),15861,"India, Turkey",2019-08-21,2019,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim."
3571,Movie,Game Over (Telugu Version),15861,,2019-08-21,2019,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim."
3572,TV Show,Hyperdrive,,United States,2019-08-21,2019,TV-PG,1 Season,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built."
3573,Movie,The Girl Allergic to Wi-Fi,28767,Philippines,2019-08-21,2018,TV-MA,104 min,"When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology."
3574,Movie,Our Planet - Behind The Scenes,,United Kingdom,2019-08-20,2019,TV-G,63 min,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.
3575,Movie,Simon Amstell: Set Free,23335,United Kingdom,2019-08-20,2019,TV-MA,52 min,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca."
3576,TV Show,45 rpm,,Spain,2019-08-16,2019,TV-MA,1 Season,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel."
3577,TV Show,Apache: The Life of Carlos Tevez,,Argentina,2019-08-16,2019,TV-MA,1 Season,This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.
3578,TV Show,Better Than Us,,Russia,2019-08-16,2019,TV-MA,1 Season,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists."
3579,TV Show,Diagnosis,,United States,2019-08-16,2019,TV-14,1 Season,Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.
3580,TV Show,Green Frontier,,Colombia,2019-08-16,2019,TV-MA,1 Season,"When a young Bogotá-based detective gets drawn into the jungle to investigate four femicides, she uncovers magic, an evil plot and her own true origins."
3581,Movie,Invader Zim: Enter the Florpus,,"South Korea, United States",2019-08-16,2019,TV-Y7,72 min,"When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all."
3582,TV Show,MINDHUNTER,,United States,2019-08-16,2019,TV-MA,2 Seasons,In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.
3583,Movie,Selfless,13296,United States,2019-08-16,2015,PG-13,117 min,"A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin."
3584,Movie,Sextuplets,18354,United States,2019-08-16,2019,TV-14,100 min,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings."
3585,Movie,Super Monsters Back to School,,Canada,2019-08-16,2019,TV-Y,24 min,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school."
3586,TV Show,The King's Avatar,,China,2019-08-16,2019,TV-MA,1 Season,"When an elite gamer is forced out of his professional team, he becomes a manager of an Internet café and reinvents himself to return to online glory."
3587,Movie,The Little Switzerland,27516,Spain,2019-08-16,2019,TV-MA,86 min,The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.
3588,TV Show,Victim Number 8,,Spain,2019-08-16,2018,TV-MA,1 Season,No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.
3589,TV Show,Cannon Busters,,"United States, Japan",2019-08-15,2019,TV-MA,1 Season,Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.
3590,TV Show,Sacred Games,,"India, United States",2019-08-15,2019,TV-MA,2 Seasons,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
3591,TV Show,Til Death Do Us Part,,Taiwan,2019-08-15,2019,TV-MA,1 Season,"Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears."
3592,Movie,Whindersson Nunes: Adult,37681,Brazil,2019-08-15,2019,TV-MA,69 min,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.
3593,TV Show,Happy Jail,,,2019-08-14,2019,TV-MA,1 Season,"The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism."
3594,Movie,Uyare,1197,India,2019-08-14,2019,TV-14,119 min,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.
3595,Movie,90 ML,37495,India,2019-08-13,2019,TV-MA,123 min,Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.
3596,Movie,Calum von Moger: Unbroken,2339,United States,2019-08-13,2019,TV-MA,93 min,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
3597,Movie,Hasta los dientes,35961,Mexico,2019-08-13,2018,TV-MA,109 min,"This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military."
3598,TV Show,Knightfall,,United States,2019-08-13,2019,TV-MA,2 Seasons,"Fifteen years after the Crusades ended in defeat, a veteran knight becomes master of his order's Paris temple and discovers a shocking secret."
3599,TV Show,DC Super Hero Girls,,United States,2019-08-12,2019,TV-Y7,1 Season,"As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes."
3600,Movie,Colin Quinn: Red State Blue State,28292,,2019-08-09,2019,TV-14,66 min,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.
3601,TV Show,GLOW,,United States,2019-08-09,2019,TV-MA,3 Seasons,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black."""
3602,TV Show,IZombie,,United States,2019-08-09,2019,TV-MA,5 Seasons,A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.
3603,Movie,Jaoon Kahan Bata Ae Dil,31173,India,2019-08-09,2018,TV-MA,107 min,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
3604,Movie,Rocko's Modern Life: Static Cling,,United States,2019-08-09,2019,TV-Y7,46 min,"After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
3605,TV Show,Sintonia,,Brazil,2019-08-09,2019,TV-MA,1 Season,"Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion."
3606,TV Show,The Family,38002,United States,2019-08-09,2019,TV-14,1 Season,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions."
3607,TV Show,Bad Guys,,South Korea,2019-08-08,2014,TV-MA,1 Season,"Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons."
3608,TV Show,Dollar,,Lebanon,2019-08-08,2019,TV-MA,1 Season,Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.
3609,TV Show,Jane The Virgin,,United States,2019-08-08,2019,TV-14,5 Seasons,"After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future."
3610,TV Show,Let's Eat 2,,"Malaysia, Singapore, Hong Kong",2019-08-08,2015,TV-MA,1 Season,Two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.
3611,TV Show,Let’s Eat,,South Korea,2019-08-08,2013,TV-PG,1 Season,"With the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well."
3612,TV Show,Misaeng,,South Korea,2019-08-08,2014,TV-MA,1 Season,"Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world."
3613,TV Show,Oh My Ghost,,South Korea,2019-08-08,2015,TV-MA,1 Season,"Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star."
3614,TV Show,Reply 1994,34736,South Korea,2019-08-08,2014,TV-MA,1 Season,"All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house."
3615,TV Show,Reply 1997,34736,South Korea,2019-08-08,2012,TV-MA,1 Season,"As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears."
3616,TV Show,Wu Assassins,,United States,2019-08-08,2019,TV-MA,1 Season,An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.
3617,Movie,Badla,39099,India,2019-08-07,2019,TV-14,117 min,"When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
3618,Movie,Theo Von: No Offense,32718,United States,2019-08-07,2016,TV-MA,67 min,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more."
3619,Movie,Crazy Beautiful You,37060,Philippines,2019-08-06,2015,TV-14,114 min,A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.
3620,Movie,I'm Brent Morin,40440,United States,2019-08-06,2015,TV-MA,67 min,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician."
3621,Movie,Jim Jefferies : BARE,13529,United States,2019-08-06,2014,TV-MA,77 min,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
3622,Movie,Screwball,1802,United States,2019-08-06,2018,TV-MA,105 min,A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
3623,Movie,Sebastian Maniscalco: Why Would You Do That,5035,United States,2019-08-06,2016,TV-MA,63 min,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors."
3624,Movie,Enter the Anime,10175,"United States, Japan",2019-08-05,2019,TV-MA,59 min,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
3625,TV Show,No Good Nick,,United States,2019-08-05,2019,TV-PG,2 Seasons,"A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative."
3626,Movie,No One Will Ever Know,19133,Mexico,2019-08-05,2017,TV-MA,102 min,A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.
3627,Movie,Misfit,35585,Netherlands,2019-08-03,2017,TV-14,81 min,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school."
3628,TV Show,Basketball or Nothing,,United States,2019-08-02,2019,TV-PG,1 Season,Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.
3629,Movie,Léa & I,1736,,2019-08-02,2019,TV-MA,84 min,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.
3630,Movie,Otherhood,,"United Kingdom, United States",2019-08-02,2019,R,101 min,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons."
3631,Movie,Uriyadi 2,6694,India,2019-08-02,2019,TV-14,116 min,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians."
3632,Movie,Manu,14159,India,2019-08-01,2018,TV-14,177 min,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge."
3633,TV Show,Sleepless Society: Nyctophobia,,Thailand,2019-08-01,2019,TV-MA,1 Season,"Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son."
3634,TV Show,The Letdown,,Australia,2019-07-31,2019,TV-MA,2 Seasons,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes."
